Lokasi_Awal,Lokasi_Tujuan,Jarak_km
(76) Hotel Purwakarta 21,(59) Alun-Alun Cirebon 81,86.26
(61) Terminal Cimahi 106,(32) RS Santo Borromeus,117.63
(5) Stasiun Indramayu 49,(51) Stasiun Kiaracondong,53.03
(136) Mall Cirebon 107,(62) Alun-Alun Cimahi 121,138.54
(88) Mall Cirebon 73,(136) Mall Cirebon 107,81.24
(103) Mall Tasikmalaya 147,(18) Hotel Cimahi 120,36.87
(0) Hotel Soreang 29,(152) Hotel Purwakarta 12,141.7
(141) Metro Indah Mall,(163) Alun-Alun Kuningan 157,9.3
(116) Wisata Kuningan 1,(185) Wisata Indramayu 127,26.92
(163) Alun-Alun Kuningan 157,(6) Universitas Indramayu 78,25.21
(72) Hotel Rancaekek 135,(18) Hotel Cimahi 120,87.91
(185) Wisata Indramayu 127,(175) Stasiun Subang 110,6.48
(0) Hotel Soreang 29,(13) Cihampelas Walk,36.33
(196) RS Garut 61,(139) Mall Bandung 136,20.99
(9) Hotel Lembang 3,(149) RS Garut 153,107.46
(60) Stasiun Bandung 62,(82) Terminal Purwakarta 97,8.27
(195) Mall Tasikmalaya 30,(131) Stasiun Cirebon 40,37.81
(65) Hotel Kuningan 128,(25) Wisata Cimahi 18,136.16
(136) Mall Cirebon 107,(144) Mall Garut 80,101.74
(138) Alun-Alun Subang 124,(34) Paskal Hyper Square,133.03
(23) Universitas Telkom,(76) Hotel Purwakarta 21,1.35
(91) Stasiun Sumedang 28,(12) Masjid Raya Bandung,145.94
(8) Mall Lembang 113,(157) Stasiun Majalengka 125,5.01
(110) Universitas Cianjur 133,(156) Stasiun Tasikmalaya 4,59.99
(114) Stasiun Sumedang 50,(66) Kings Shopping Center,10.38
(35) Terminal Kuningan 95,(111) Alun-Alun Rancaekek 134,138.13
(162) Universitas Indramayu 13,(96) Wisata Sumedang 137,120.2
(25) Wisata Cimahi 18,(116) Wisata Kuningan 1,149.92
(137) Dago Dreampark,(40) Stasiun Bandung,89.23
(18) Hotel Cimahi 120,(65) Hotel Kuningan 128,9.92
(8) Mall Lembang 113,(194) Curug Dago,24.79
(103) Mall Tasikmalaya 147,(193) Wisata Majalengka 140,98.83
(166) Universitas Padjadjaran,(52) RS Cirebon 75,16.07
(98) Lapangan Tegalega,(1) Alun-Alun Garut 84,129.07
(23) Universitas Telkom,(29) Stasiun Bandung 119,30.61
(162) Universitas Indramayu 13,(164) Wisata Garut 55,34.27
(101) Museum Asia Afrika,(109) RS Kuningan 98,46.33
(62) Alun-Alun Cimahi 121,(99) RS Soreang 34,50.68
(181) RS Garut 115,(103) Mall Tasikmalaya 147,19.7
(141) Metro Indah Mall,(97) Gasibu,145.03
(104) RS Soreang 31,(1) Alun-Alun Garut 84,5.38
(184) Universitas Majalengka 88,(186) Stasiun Subang 67,50.23
(102) Wisata Lembang 33,(85) Mall Kuningan 122,100.22
(60) Stasiun Bandung 62,(12) Masjid Raya Bandung,94.03
(35) Terminal Kuningan 95,(71) Wisata Bandung 79,148.83
(83) Hotel Bandung 117,(121) Alun-Alun Rancaekek 5,8.73
(146) Teras Cikapundung,(165) Saung Angklung Udjo,143.21
(95) Hotel Soreang 42,(187) Trans Studio Bandung,101.38
(133) RS Cirebon 56,(79) Alun-Alun Cirebon 54,23.65
(121) Alun-Alun Rancaekek 5,(32) RS Santo Borromeus,133.79
(141) Metro Indah Mall,(94) Universitas Purwakarta 24,137.5
(78) Festival Citylink,(75) Wisata Garut 83,128.38
(121) Alun-Alun Rancaekek 5,(101) Museum Asia Afrika,63.61
(18) Hotel Cimahi 120,(29) Stasiun Bandung 119,100.06
(189) Hotel Cirebon 69,(112) Paris Van Java,115.76
(30) Alun-Alun Tasikmalaya 65,(92) Stasiun Cirebon 71,141.91
(12) Masjid Raya Bandung,(121) Alun-Alun Rancaekek 5,132.2
(115) Stasiun Garut 47,(178) Institut Teknologi Bandung,101.65
(171) Mall Tasikmalaya 46,(90) Bandung Electronic Center,111.25
(116) Wisata Kuningan 1,(131) Stasiun Cirebon 40,77.51
(113) Terminal Leuwipanjang,(64) Terminal Purwakarta 150,10.0
(98) Lapangan Tegalega,(58) Hotel Tasikmalaya 52,44.15
(114) Stasiun Sumedang 50,(166) Universitas Padjadjaran,46.33
(86) Hotel Indramayu 51,(111) Alun-Alun Rancaekek 134,11.63
(1) Alun-Alun Garut 84,(84) Universitas Garut 101,145.88
(140) Hotel Cianjur 148,(135) Terminal Purwakarta 131,147.59
(186) Stasiun Subang 67,(18) Hotel Cimahi 120,41.71
(46) Alun-Alun Tasikmalaya 66,(157) Stasiun Majalengka 125,100.9
(51) Stasiun Kiaracondong,(59) Alun-Alun Cirebon 81,30.44
(17) Universitas Cirebon 90,(131) Stasiun Cirebon 40,108.49
(119) Wisata Rancaekek 108,(141) Metro Indah Mall,39.98
(189) Hotel Cirebon 69,(196) RS Garut 61,7.25
(13) Cihampelas Walk,(36) Terminal Purwakarta 63,139.04
(25) Wisata Cimahi 18,(196) RS Garut 61,16.64
(108) Museum Geologi,(159) RS Cirebon 14,1.9
(54) Terminal Sumedang 22,(52) RS Cirebon 75,49.99
(102) Wisata Lembang 33,(80) Hotel Garut 89,75.01
(3) Bandung Indah Plaza,(181) RS Garut 115,3.5
(186) Stasiun Subang 67,(190) Mall Cirebon 118,5.98
(102) Wisata Lembang 33,(64) Terminal Purwakarta 150,99.89
(29) Stasiun Bandung 119,(164) Wisata Garut 55,104.47
(147) Mall Cimahi 94,(19) Stasiun Cianjur 152,45.83
(179) Hotel Garut 156,(175) Stasiun Subang 110,98.54
(147) Mall Cimahi 94,(131) Stasiun Cirebon 40,3.23
(199) Hotel Soreang 57,(48) Hotel Purwakarta 144,139.47
(164) Wisata Garut 55,(90) Bandung Electronic Center,66.06
(171) Mall Tasikmalaya 46,(88) Mall Cirebon 73,19.43
(194) Curug Dago,(41) Alun-Alun Sumedang 43,85.18
(60) Stasiun Bandung 62,(3) Bandung Indah Plaza,129.04
(47) Universitas Sumedang 111,(141) Metro Indah Mall,57.85
(180) Universitas Purwakarta 16,(13) Cihampelas Walk,149.88
(52) RS Cirebon 75,(122) Universitas Bandung 35,4.77
(91) Stasiun Sumedang 28,(121) Alun-Alun Rancaekek 5,34.8
(122) Universitas Bandung 35,(30) Alun-Alun Tasikmalaya 65,49.52
(140) Hotel Cianjur 148,(116) Wisata Kuningan 1,112.34
(89) Terminal Indramayu 39,(27) Dago Pakar,76.27
(24) Terminal Cianjur 26,(26) Hotel Majalengka 96,90.2
(13) Cihampelas Walk,(192) RS Hermina,34.94
(97) Gasibu,(38) RS Indramayu 41,108.95
(82) Terminal Purwakarta 97,(196) RS Garut 61,121.75
(93) Alun-Alun Bandung,(54) Terminal Sumedang 22,115.04
(150) Stasiun Rancaekek 53,(173) Mall Bandung 100,95.96
(24) Terminal Cianjur 26,(187) Trans Studio Bandung,149.82
(89) Terminal Indramayu 39,(118) RS Garut 10,120.72
(95) Hotel Soreang 42,(55) Universitas Majalengka 99,72.93
(113) Terminal Leuwipanjang,(115) Stasiun Garut 47,86.13
(150) Stasiun Rancaekek 53,(52) RS Cirebon 75,75.34
(40) Stasiun Bandung,(197) Mall Bandung 151,69.55
(72) Hotel Rancaekek 135,(18) Hotel Cimahi 120,88.33
(193) Wisata Majalengka 140,(33) Universitas Cianjur 130,62.36
(73) RS Rancaekek 11,(176) Hotel Kuningan 32,91.96
(172) Alun-Alun Subang 142,(158) Stasiun Bandung 143,86.62
(80) Hotel Garut 89,(178) Institut Teknologi Bandung,45.71
(87) Mall Rancaekek 138,(113) Terminal Leuwipanjang,128.53
(174) Mall Majalengka 87,(132) RS Subang 23,37.33
(22) Hotel Tasikmalaya 58,(144) Mall Garut 80,26.27
(52) RS Cirebon 75,(181) RS Garut 115,2.71
(16) Terminal Lembang 68,(143) Hotel Tasikmalaya 37,73.15
(120) Gedung Sate,(150) Stasiun Rancaekek 53,131.66
(190) Mall Cirebon 118,(174) Mall Majalengka 87,1.25
(30) Alun-Alun Tasikmalaya 65,(186) Stasiun Subang 67,98.01
(103) Mall Tasikmalaya 147,(114) Stasiun Sumedang 50,40.11
(144) Mall Garut 80,(84) Universitas Garut 101,148.33
(187) Trans Studio Bandung,(91) Stasiun Sumedang 28,117.67
(12) Masjid Raya Bandung,(57) Universitas Sumedang 36,99.6
(185) Wisata Indramayu 127,(152) Hotel Purwakarta 12,124.44
(12) Masjid Raya Bandung,(34) Paskal Hyper Square,105.26
(44) GBLA Stadium,(41) Alun-Alun Sumedang 43,8.58
(50) RS Al Islam,(188) Wisata Cimahi 64,23.64
(57) Universitas Sumedang 36,(72) Hotel Rancaekek 135,3.77
(184) Universitas Majalengka 88,(194) Curug Dago,84.18
(142) Stasiun Tasikmalaya 72,(152) Hotel Purwakarta 12,10.33
(123) Wisata Lembang 82,(114) Stasiun Sumedang 50,111.2
(157) Stasiun Majalengka 125,(129) Babakan Siliwangi,113.66
(166) Universitas Padjadjaran,(170) RS Cianjur 25,96.84
(147) Mall Cimahi 94,(139) Mall Bandung 136,49.41
(88) Mall Cirebon 73,(153) RS Hasan Sadikin,98.63
(44) GBLA Stadium,(88) Mall Cirebon 73,105.0
(96) Wisata Sumedang 137,(1) Alun-Alun Garut 84,4.73
(109) RS Kuningan 98,(192) RS Hermina,95.13
(196) RS Garut 61,(164) Wisata Garut 55,90.31
(28) Terminal Indramayu 19,(44) GBLA Stadium,28.85
(1) Alun-Alun Garut 84,(158) Stasiun Bandung 143,48.93
(199) Hotel Soreang 57,(149) RS Garut 153,141.13
(4) Hotel Garut 9,(52) RS Cirebon 75,132.7
(4) Hotel Garut 9,(40) Stasiun Bandung,11.52
(195) Mall Tasikmalaya 30,(19) Stasiun Cianjur 152,62.74
(185) Wisata Indramayu 127,(150) Stasiun Rancaekek 53,57.23
(28) Terminal Indramayu 19,(23) Universitas Telkom,81.76
(192) RS Hermina,(194) Curug Dago,51.95
(139) Mall Bandung 136,(147) Mall Cimahi 94,93.23
(8) Mall Lembang 113,(10) Wisata Cirebon 45,19.45
(164) Wisata Garut 55,(86) Hotel Indramayu 51,136.33
(26) Hotel Majalengka 96,(136) Mall Cirebon 107,23.17
(14) Mall Sumedang 112,(81) Alun-Alun Soreang 93,143.14
(170) RS Cianjur 25,(39) Mall Tasikmalaya 158,78.29
(109) RS Kuningan 98,(79) Alun-Alun Cirebon 54,121.79
(83) Hotel Bandung 117,(14) Mall Sumedang 112,113.04
(9) Hotel Lembang 3,(172) Alun-Alun Subang 142,92.07
(195) Mall Tasikmalaya 30,(9) Hotel Lembang 3,130.15
(12) Masjid Raya Bandung,(61) Terminal Cimahi 106,27.46
(166) Universitas Padjadjaran,(171) Mall Tasikmalaya 46,109.69
(127) Terminal Lembang 129,(178) Institut Teknologi Bandung,70.98
(190) Mall Cirebon 118,(59) Alun-Alun Cirebon 81,128.56
(160) Alun-Alun Soreang 7,(30) Alun-Alun Tasikmalaya 65,68.88
(85) Mall Kuningan 122,(34) Paskal Hyper Square,139.39
(16) Terminal Lembang 68,(63) Wisata Subang 59,33.6
(189) Hotel Cirebon 69,(119) Wisata Rancaekek 108,62.78
(73) RS Rancaekek 11,(95) Hotel Soreang 42,132.55
(153) RS Hasan Sadikin,(62) Alun-Alun Cimahi 121,88.47
(24) Terminal Cianjur 26,(197) Mall Bandung 151,102.57
(57) Universitas Sumedang 36,(181) RS Garut 115,79.19
(168) Mall Rancaekek 17,(133) RS Cirebon 56,53.64
(193) Wisata Majalengka 140,(150) Stasiun Rancaekek 53,94.02
(78) Festival Citylink,(50) RS Al Islam,97.65
(163) Alun-Alun Kuningan 157,(36) Terminal Purwakarta 63,118.6
(128) Wisata Majalengka 103,(99) RS Soreang 34,89.91
(142) Stasiun Tasikmalaya 72,(22) Hotel Tasikmalaya 58,143.62
(115) Stasiun Garut 47,(102) Wisata Lembang 33,105.51
(16) Terminal Lembang 68,(177) Hotel Tasikmalaya 145,145.65
(138) Alun-Alun Subang 124,(41) Alun-Alun Sumedang 43,8.41
(129) Babakan Siliwangi,(102) Wisata Lembang 33,31.72
(83) Hotel Bandung 117,(7) Hotel Cirebon 159,97.04
(1) Alun-Alun Garut 84,(156) Stasiun Tasikmalaya 4,58.66
(131) Stasiun Cirebon 40,(195) Mall Tasikmalaya 30,5.71
(187) Trans Studio Bandung,(155) Wisata Sumedang 141,141.64
(1) Alun-Alun Garut 84,(59) Alun-Alun Cirebon 81,138.91
(14) Mall Sumedang 112,(61) Terminal Cimahi 106,79.44
(59) Alun-Alun Cirebon 81,(33) Universitas Cianjur 130,60.93
(41) Alun-Alun Sumedang 43,(0) Hotel Soreang 29,67.07
(151) Terminal Cicaheum,(181) RS Garut 115,55.43
(173) Mall Bandung 100,(152) Hotel Purwakarta 12,66.93
(166) Universitas Padjadjaran,(144) Mall Garut 80,111.86
(99) RS Soreang 34,(32) RS Santo Borromeus,134.52
(55) Universitas Majalengka 99,(10) Wisata Cirebon 45,146.58
(150) Stasiun Rancaekek 53,(107) RS Cirebon 76,67.78
(173) Mall Bandung 100,(107) RS Cirebon 76,119.19
(72) Hotel Rancaekek 135,(104) RS Soreang 31,35.72
(36) Terminal Purwakarta 63,(106) Universitas Bandung 85,17.29
(71) Wisata Bandung 79,(114) Stasiun Sumedang 50,130.74
(76) Hotel Purwakarta 21,(122) Universitas Bandung 35,109.78
(131) Stasiun Cirebon 40,(84) Universitas Garut 101,32.87
(64) Terminal Purwakarta 150,(145) Hotel Bandung 74,53.35
(34) Paskal Hyper Square,(83) Hotel Bandung 117,48.27
(91) Stasiun Sumedang 28,(152) Hotel Purwakarta 12,123.14
(72) Hotel Rancaekek 135,(27) Dago Pakar,89.98
(9) Hotel Lembang 3,(117) Hotel Indramayu 38,131.4
(155) Wisata Sumedang 141,(173) Mall Bandung 100,118.16
(144) Mall Garut 80,(100) Universitas Bandung 132,120.33
(53) Mall Sumedang 6,(160) Alun-Alun Soreang 7,103.72
(0) Hotel Soreang 29,(181) RS Garut 115,124.28
(191) Terminal Majalengka 105,(121) Alun-Alun Rancaekek 5,10.06
(150) Stasiun Rancaekek 53,(78) Festival Citylink,147.42
(93) Alun-Alun Bandung,(84) Universitas Garut 101,36.76
(146) Teras Cikapundung,(174) Mall Majalengka 87,72.38
(95) Hotel Soreang 42,(88) Mall Cirebon 73,148.79
(67) Mall Rancaekek 8,(182) Hotel Subang 91,115.66
(34) Paskal Hyper Square,(24) Terminal Cianjur 26,148.36
(180) Universitas Purwakarta 16,(114) Stasiun Sumedang 50,99.83
(21) Hotel Sumedang 2,(141) Metro Indah Mall,121.66
(101) Museum Asia Afrika,(14) Mall Sumedang 112,100.0
(26) Hotel Majalengka 96,(165) Saung Angklung Udjo,1.63
(8) Mall Lembang 113,(88) Mall Cirebon 73,10.58
(170) RS Cianjur 25,(64) Terminal Purwakarta 150,142.64
(109) RS Kuningan 98,(103) Mall Tasikmalaya 147,116.61
(25) Wisata Cimahi 18,(67) Mall Rancaekek 8,104.37
(103) Mall Tasikmalaya 147,(123) Wisata Lembang 82,109.05
(54) Terminal Sumedang 22,(185) Wisata Indramayu 127,72.72
(119) Wisata Rancaekek 108,(85) Mall Kuningan 122,89.52
(59) Alun-Alun Cirebon 81,(127) Terminal Lembang 129,113.39
(21) Hotel Sumedang 2,(20) Braga Citywalk,82.01
(54) Terminal Sumedang 22,(145) Hotel Bandung 74,142.58
(45) Hotel Tasikmalaya 92,(2) Universitas Bandung 102,66.84
(189) Hotel Cirebon 69,(44) GBLA Stadium,78.28
(2) Universitas Bandung 102,(195) Mall Tasikmalaya 30,146.75
(76) Hotel Purwakarta 21,(195) Mall Tasikmalaya 30,56.83
(127) Terminal Lembang 129,(8) Mall Lembang 113,115.43
(10) Wisata Cirebon 45,(13) Cihampelas Walk,146.85
(50) RS Al Islam,(106) Universitas Bandung 85,33.09
(49) Alun-Alun Cianjur 149,(181) RS Garut 115,145.8
(59) Alun-Alun Cirebon 81,(132) RS Subang 23,8.92
(182) Hotel Subang 91,(24) Terminal Cianjur 26,132.9
(76) Hotel Purwakarta 21,(169) RS Rancaekek 86,75.23
(45) Hotel Tasikmalaya 92,(131) Stasiun Cirebon 40,20.64
(20) Braga Citywalk,(172) Alun-Alun Subang 142,89.21
(66) Kings Shopping Center,(167) Mall Indramayu 155,96.94
(63) Wisata Subang 59,(86) Hotel Indramayu 51,66.05
(140) Hotel Cianjur 148,(64) Terminal Purwakarta 150,113.72
(135) Terminal Purwakarta 131,(104) RS Soreang 31,144.38
(133) RS Cirebon 56,(97) Gasibu,64.85
(14) Mall Sumedang 112,(119) Wisata Rancaekek 108,14.46
(176) Hotel Kuningan 32,(41) Alun-Alun Sumedang 43,31.52
(162) Universitas Indramayu 13,(38) RS Indramayu 41,124.4
(179) Hotel Garut 156,(33) Universitas Cianjur 130,19.27
(153) RS Hasan Sadikin,(175) Stasiun Subang 110,140.82
(11) Kebun Binatang Bandung,(167) Mall Indramayu 155,130.85
(13) Cihampelas Walk,(74) Stasiun Bandung 77,135.5
(65) Hotel Kuningan 128,(152) Hotel Purwakarta 12,18.0
(166) Universitas Padjadjaran,(47) Universitas Sumedang 111,117.22
(174) Mall Majalengka 87,(5) Stasiun Indramayu 49,120.39
(198) Terminal Majalengka 104,(93) Alun-Alun Bandung,39.09
(111) Alun-Alun Rancaekek 134,(143) Hotel Tasikmalaya 37,94.77
(88) Mall Cirebon 73,(3) Bandung Indah Plaza,69.24
(140) Hotel Cianjur 148,(155) Wisata Sumedang 141,48.62
(178) Institut Teknologi Bandung,(5) Stasiun Indramayu 49,127.89
(22) Hotel Tasikmalaya 58,(193) Wisata Majalengka 140,112.12
(66) Kings Shopping Center,(82) Terminal Purwakarta 97,32.99
(37) Summarecon Mall Bandung,(139) Mall Bandung 136,60.6
(82) Terminal Purwakarta 97,(114) Stasiun Sumedang 50,131.85
(71) Wisata Bandung 79,(151) Terminal Cicaheum,73.27
(162) Universitas Indramayu 13,(165) Saung Angklung Udjo,74.82
(139) Mall Bandung 136,(191) Terminal Majalengka 105,103.2
(185) Wisata Indramayu 127,(163) Alun-Alun Kuningan 157,95.02
(55) Universitas Majalengka 99,(74) Stasiun Bandung 77,102.87
(85) Mall Kuningan 122,(193) Wisata Majalengka 140,19.85
(133) RS Cirebon 56,(178) Institut Teknologi Bandung,37.96
(166) Universitas Padjadjaran,(123) Wisata Lembang 82,84.48
(96) Wisata Sumedang 137,(159) RS Cirebon 14,69.41
(36) Terminal Purwakarta 63,(1) Alun-Alun Garut 84,109.67
(43) Wisata Subang 70,(126) Terminal Subang 139,97.49
(59) Alun-Alun Cirebon 81,(132) RS Subang 23,113.37
(42) Alun-Alun Majalengka 44,(58) Hotel Tasikmalaya 52,142.04
(196) RS Garut 61,(7) Hotel Cirebon 159,44.99
(61) Terminal Cimahi 106,(192) RS Hermina,125.78
(56) Hotel Rancaekek 109,(92) Stasiun Cirebon 71,122.95
(88) Mall Cirebon 73,(96) Wisata Sumedang 137,138.26
(139) Mall Bandung 136,(151) Terminal Cicaheum,134.4
(57) Universitas Sumedang 36,(45) Hotel Tasikmalaya 92,89.79
(12) Masjid Raya Bandung,(109) RS Kuningan 98,146.47
(0) Hotel Soreang 29,(53) Mall Sumedang 6,38.57
(122) Universitas Bandung 35,(28) Terminal Indramayu 19,86.62
(168) Mall Rancaekek 17,(55) Universitas Majalengka 99,38.07
(77) Alun-Alun Subang 27,(133) RS Cirebon 56,149.47
(190) Mall Cirebon 118,(162) Universitas Indramayu 13,6.89
(7) Hotel Cirebon 159,(41) Alun-Alun Sumedang 43,113.41
(107) RS Cirebon 76,(93) Alun-Alun Bandung,98.3
(57) Universitas Sumedang 36,(32) RS Santo Borromeus,89.15
(27) Dago Pakar,(111) Alun-Alun Rancaekek 134,126.06
(173) Mall Bandung 100,(28) Terminal Indramayu 19,34.63
(57) Universitas Sumedang 36,(194) Curug Dago,125.63
(34) Paskal Hyper Square,(55) Universitas Majalengka 99,37.26
(69) Kiara Artha Park,(177) Hotel Tasikmalaya 145,106.11
(115) Stasiun Garut 47,(10) Wisata Cirebon 45,97.78
(166) Universitas Padjadjaran,(109) RS Kuningan 98,83.86
(130) Terminal Rancaekek 20,(44) GBLA Stadium,98.24
(44) GBLA Stadium,(193) Wisata Majalengka 140,53.06
(20) Braga Citywalk,(146) Teras Cikapundung,20.13
(108) Museum Geologi,(33) Universitas Cianjur 130,88.17
(96) Wisata Sumedang 137,(106) Universitas Bandung 85,15.5
(6) Universitas Indramayu 78,(175) Stasiun Subang 110,77.6
(50) RS Al Islam,(124) Stasiun Tasikmalaya 154,148.92
(191) Terminal Majalengka 105,(133) RS Cirebon 56,110.79
(0) Hotel Soreang 29,(164) Wisata Garut 55,42.94
(152) Hotel Purwakarta 12,(154) Terminal Indramayu 114,17.59
(139) Mall Bandung 136,(71) Wisata Bandung 79,104.48
(2) Universitas Bandung 102,(64) Terminal Purwakarta 150,135.39
(113) Terminal Leuwipanjang,(77) Alun-Alun Subang 27,137.98
(147) Mall Cimahi 94,(183) RS Garut 146,128.26
(68) Mall Cirebon 15,(88) Mall Cirebon 73,119.69
(129) Babakan Siliwangi,(167) Mall Indramayu 155,106.12
(172) Alun-Alun Subang 142,(179) Hotel Garut 156,47.42
(59) Alun-Alun Cirebon 81,(120) Gedung Sate,29.23
(9) Hotel Lembang 3,(113) Terminal Leuwipanjang,29.19
(199) Hotel Soreang 57,(88) Mall Cirebon 73,113.11
(54) Terminal Sumedang 22,(103) Mall Tasikmalaya 147,38.71
(0) Hotel Soreang 29,(60) Stasiun Bandung 62,122.46
(80) Hotel Garut 89,(148) RS Santosa Bandung,99.04
(108) Museum Geologi,(174) Mall Majalengka 87,107.47
(137) Dago Dreampark,(113) Terminal Leuwipanjang,6.56
(152) Hotel Purwakarta 12,(85) Mall Kuningan 122,55.37
(56) Hotel Rancaekek 109,(104) RS Soreang 31,28.99
(121) Alun-Alun Rancaekek 5,(173) Mall Bandung 100,16.91
(176) Hotel Kuningan 32,(92) Stasiun Cirebon 71,96.3
(185) Wisata Indramayu 127,(163) Alun-Alun Kuningan 157,35.59
(118) RS Garut 10,(110) Universitas Cianjur 133,73.85
(150) Stasiun Rancaekek 53,(38) RS Indramayu 41,120.6
(78) Festival Citylink,(38) RS Indramayu 41,129.7
(75) Wisata Garut 83,(94) Universitas Purwakarta 24,121.5
(116) Wisata Kuningan 1,(95) Hotel Soreang 42,36.97
(171) Mall Tasikmalaya 46,(113) Terminal Leuwipanjang,49.51
(43) Wisata Subang 70,(92) Stasiun Cirebon 71,57.7
(165) Saung Angklung Udjo,(129) Babakan Siliwangi,89.57
(87) Mall Rancaekek 138,(108) Museum Geologi,99.45
(38) RS Indramayu 41,(56) Hotel Rancaekek 109,18.79
(14) Mall Sumedang 112,(31) Terminal Indramayu 123,65.95
(158) Stasiun Bandung 143,(105) Alun-Alun Cimahi 126,131.11
(126) Terminal Subang 139,(45) Hotel Tasikmalaya 92,90.17
(98) Lapangan Tegalega,(144) Mall Garut 80,78.51
(154) Terminal Indramayu 114,(43) Wisata Subang 70,10.77
(1) Alun-Alun Garut 84,(65) Hotel Kuningan 128,8.69
(13) Cihampelas Walk,(164) Wisata Garut 55,34.84
(108) Museum Geologi,(31) Terminal Indramayu 123,57.32
(187) Trans Studio Bandung,(3) Bandung Indah Plaza,9.6
(30) Alun-Alun Tasikmalaya 65,(89) Terminal Indramayu 39,26.06
(38) RS Indramayu 41,(192) RS Hermina,59.49
(9) Hotel Lembang 3,(94) Universitas Purwakarta 24,102.87
(112) Paris Van Java,(162) Universitas Indramayu 13,71.02
(104) RS Soreang 31,(181) RS Garut 115,5.8
(120) Gedung Sate,(63) Wisata Subang 59,46.56
(57) Universitas Sumedang 36,(140) Hotel Cianjur 148,34.04
(9) Hotel Lembang 3,(144) Mall Garut 80,106.55
(64) Terminal Purwakarta 150,(87) Mall Rancaekek 138,8.38
(89) Terminal Indramayu 39,(127) Terminal Lembang 129,107.94
(114) Stasiun Sumedang 50,(18) Hotel Cimahi 120,80.62
(139) Mall Bandung 136,(87) Mall Rancaekek 138,115.54
(127) Terminal Lembang 129,(93) Alun-Alun Bandung,10.32
(46) Alun-Alun Tasikmalaya 66,(68) Mall Cirebon 15,10.4
(39) Mall Tasikmalaya 158,(80) Hotel Garut 89,148.89
(34) Paskal Hyper Square,(50) RS Al Islam,8.82
(169) RS Rancaekek 86,(7) Hotel Cirebon 159,60.86
(152) Hotel Purwakarta 12,(93) Alun-Alun Bandung,85.41
(93) Alun-Alun Bandung,(104) RS Soreang 31,46.22
(97) Gasibu,(26) Hotel Majalengka 96,100.89
(34) Paskal Hyper Square,(39) Mall Tasikmalaya 158,124.08
(115) Stasiun Garut 47,(33) Universitas Cianjur 130,38.14
(98) Lapangan Tegalega,(29) Stasiun Bandung 119,21.44
(174) Mall Majalengka 87,(96) Wisata Sumedang 137,145.79
(31) Terminal Indramayu 123,(19) Stasiun Cianjur 152,126.5
(188) Wisata Cimahi 64,(154) Terminal Indramayu 114,72.06
(11) Kebun Binatang Bandung,(38) RS Indramayu 41,37.9
(150) Stasiun Rancaekek 53,(185) Wisata Indramayu 127,143.14
(27) Dago Pakar,(91) Stasiun Sumedang 28,17.82
(39) Mall Tasikmalaya 158,(165) Saung Angklung Udjo,31.81
