Lokasi_Awal,Lokasi_Tujuan,Jarak_km
(263) Alun-Alun Sumedang 56,(48) Wisata Lembang 162,114.89
(110) Hotel Kuningan 145,(202) Terminal Sumedang 61,5.16
(85) Terminal Garut 102,(121) RS Cirebon 11,50.97
(25) Kebun Binatang Bandung,(117) Terminal Subang 57,4.02
(173) Wisata Garut 74,(103) Mall Lembang 62,68.58
(120) Hotel Bandung 73,(65) Stasiun Sumedang 255,145.15
(134) Mall Subang 221,(196) Hotel Cirebon 190,101.26
(231) Hotel Bandung 154,(16) Terminal Indramayu 229,3.29
(51) Alun-Alun Subang 54,(169) Hotel Cianjur 89,94.56
(215) Alun-Alun Majalengka 4,(99) Wisata Bandung 188,11.06
(14) Alun-Alun Bandung 68,(38) Alun-Alun Garut 112,6.55
(139) Lapangan Tegalega,(5) Bandung Indah Plaza,58.0
(170) Universitas Cirebon 217,(259) Wisata Purwakarta 219,57.43
(151) Wisata Cianjur 211,(141) Mall Rancaekek 133,34.71
(71) Wisata Lembang 231,(244) Wisata Soreang 161,141.89
(25) Kebun Binatang Bandung,(109) Kiara Artha Park,12.37
(83) Hotel Kuningan 142,(224) Wisata Cianjur 251,23.99
(171) Gedung Sate,(60) Paskal Hyper Square,72.08
(278) Wisata Indramayu 33,(147) Terminal Cianjur 259,118.98
(127) Bandung Electronic Center,(232) Terminal Tasikmalaya 155,110.32
(298) Terminal Kuningan 25,(224) Wisata Cianjur 251,113.11
(293) RS Cirebon 249,(67) Wisata Sumedang 94,22.65
(248) Stasiun Bandung 174,(189) Mall Purwakarta 49,43.45
(182) Mall Kuningan 29,(103) Mall Lembang 62,68.16
(142) Hotel Sumedang 138,(43) Stasiun Purwakarta 169,50.05
(35) Wisata Kuningan 141,(267) Universitas Lembang 100,134.14
(32) Universitas Lembang 212,(121) RS Cirebon 11,47.92
(70) RS Sumedang 53,(215) Alun-Alun Majalengka 4,43.54
(0) Mall Kuningan 76,(79) Stasiun Indramayu 140,71.56
(211) Hotel Lembang 139,(220) RS Rancaekek 126,36.46
(18) Stasiun Kuningan 130,(219) Stasiun Cianjur 230,10.11
(128) Wisata Majalengka 200,(203) RS Cimahi 121,57.26
(99) Wisata Bandung 188,(4) RS Cianjur 192,62.32
(250) Universitas Sumedang 223,(84) Terminal Lembang 19,45.67
(9) Terminal Rancaekek 18,(206) RS Hasan Sadikin,113.2
(44) Mall Bandung 153,(162) Universitas Purwakarta 96,15.89
(199) Alun-Alun Sumedang 15,(240) Mall Bandung 250,26.73
(280) Alun-Alun Subang 26,(243) Mall Purwakarta 176,105.32
(163) Paris Van Java,(7) Hotel Cianjur 224,104.46
(225) Saung Angklung Udjo,(107) Alun-Alun Lembang 46,29.39
(291) Terminal Garut 167,(109) Kiara Artha Park,61.6
(56) RS Soreang 16,(132) Terminal Subang 118,55.54
(177) Terminal Lembang 137,(169) Hotel Cianjur 89,107.5
(103) Mall Lembang 62,(201) Mall Sumedang 79,111.03
(179) Universitas Kuningan 206,(199) Alun-Alun Sumedang 15,20.86
(238) Alun-Alun Soreang 99,(294) Wisata Soreang 208,17.06
(2) Stasiun Tasikmalaya 83,(278) Wisata Indramayu 33,25.84
(25) Kebun Binatang Bandung,(84) Terminal Lembang 19,73.65
(41) Universitas Soreang 194,(113) Terminal Cianjur 108,145.38
(154) Museum Geologi,(260) Stasiun Rancaekek 258,48.97
(275) Mall Lembang 22,(65) Stasiun Sumedang 255,137.38
(216) Wisata Subang 111,(257) Terminal Sumedang 240,9.7
(137) Gasibu,(78) RS Al Islam,11.8
(55) Terminal Cirebon 60,(231) Hotel Bandung 154,124.97
(280) Alun-Alun Subang 26,(125) Wisata Majalengka 207,101.89
(87) RS Purwakarta 136,(165) Hotel Rancaekek 252,38.13
(134) Mall Subang 221,(146) Mall Purwakarta 214,140.01
(23) RS Lembang 132,(202) Terminal Sumedang 61,30.71
(233) Alun-Alun Majalengka 47,(257) Terminal Sumedang 240,113.96
(36) Mall Rancaekek 148,(158) Terminal Garut 178,9.23
(227) RS Sumedang 226,(168) Alun-Alun Lembang 23,137.14
(140) Terminal Cianjur 50,(239) Terminal Kuningan 179,27.52
(149) Hotel Majalengka 129,(133) Wisata Lembang 34,71.85
(295) Mall Tasikmalaya 5,(87) RS Purwakarta 136,125.74
(205) Terminal Cicaheum,(242) Mall Garut 78,34.81
(112) Alun-Alun Subang 203,(36) Mall Rancaekek 148,129.8
(200) Alun-Alun Cianjur 80,(18) Stasiun Kuningan 130,82.83
(89) Wisata Kuningan 75,(100) Terminal Majalengka 205,94.19
(60) Paskal Hyper Square,(155) Mall Majalengka 227,125.85
(112) Alun-Alun Subang 203,(268) Stasiun Rancaekek 191,123.02
(298) Terminal Kuningan 25,(150) Terminal Garut 120,45.0
(175) Universitas Cimahi 10,(110) Hotel Kuningan 145,69.19
(200) Alun-Alun Cianjur 80,(65) Stasiun Sumedang 255,52.77
(100) Terminal Majalengka 205,(191) Mall Lembang 125,101.19
(227) RS Sumedang 226,(48) Wisata Lembang 162,8.19
(25) Kebun Binatang Bandung,(174) Terminal Kuningan 115,32.82
(225) Saung Angklung Udjo,(253) Stasiun Majalengka 42,111.48
(287) Stasiun Garut 238,(208) Stasiun Cimahi 172,78.98
(182) Mall Kuningan 29,(253) Stasiun Majalengka 42,71.89
(291) Terminal Garut 167,(217) Mall Cirebon 213,17.67
(198) Mall Cianjur 116,(99) Wisata Bandung 188,120.01
(31) Stasiun Cianjur 163,(215) Alun-Alun Majalengka 4,112.01
(42) Braga Citywalk,(197) RS Santosa Bandung,53.33
(1) Alun-Alun Cianjur 184,(32) Universitas Lembang 212,40.63
(34) Hotel Subang 84,(64) Wisata Majalengka 182,16.58
(91) Hotel Cirebon 14,(271) Stasiun Rancaekek 82,117.16
(288) Terminal Soreang 105,(199) Alun-Alun Sumedang 15,84.79
(230) Mall Soreang 257,(83) Hotel Kuningan 142,35.88
(137) Gasibu,(249) Institut Teknologi Bandung,112.4
(97) Universitas Bandung 131,(197) RS Santosa Bandung,101.19
(140) Terminal Cianjur 50,(283) Hotel Majalengka 36,26.58
(100) Terminal Majalengka 205,(4) RS Cianjur 192,18.99
(110) Hotel Kuningan 145,(273) Hotel Indramayu 189,37.96
(127) Bandung Electronic Center,(181) Terminal Purwakarta 67,98.57
(170) Universitas Cirebon 217,(80) Stasiun Kiaracondong,143.49
(198) Mall Cianjur 116,(262) Hotel Indramayu 40,72.89
(229) RS Soreang 195,(264) Hotel Cianjur 39,50.45
(74) Universitas Cianjur 51,(39) Alun-Alun Soreang 44,71.58
(219) Stasiun Cianjur 230,(185) Babakan Siliwangi,12.83
(131) Mall Kuningan 113,(38) Alun-Alun Garut 112,7.41
(275) Mall Lembang 22,(117) Terminal Subang 57,105.32
(239) Terminal Kuningan 179,(221) Terminal Garut 183,127.88
(28) Cihampelas Walk,(228) Mall Lembang 6,55.16
(29) Mall Cimahi 156,(143) Alun-Alun Cianjur 147,47.05
(77) Hotel Garut 247,(49) Universitas Indramayu 45,51.0
(65) Stasiun Sumedang 255,(297) Alun-Alun Subang 134,94.31
(259) Wisata Purwakarta 219,(112) Alun-Alun Subang 203,146.13
(93) Stasiun Bandung 72,(217) Mall Cirebon 213,66.31
(162) Universitas Purwakarta 96,(22) Alun-Alun Garut 185,9.74
(255) Hotel Rancaekek 204,(165) Hotel Rancaekek 252,3.19
(11) Alun-Alun Indramayu 66,(146) Mall Purwakarta 214,128.88
(92) Stasiun Soreang 27,(209) Hotel Subang 210,103.09
(14) Alun-Alun Bandung 68,(95) Wisata Rancaekek 2,93.27
(135) Wisata Cianjur 58,(25) Kebun Binatang Bandung,82.21
(86) Terminal Subang 180,(172) Universitas Kuningan 122,15.6
(84) Terminal Lembang 19,(165) Hotel Rancaekek 252,47.27
(209) Hotel Subang 210,(196) Hotel Cirebon 190,100.64
(188) Dago Dreampark,(191) Mall Lembang 125,95.7
(27) Stasiun Soreang 150,(117) Terminal Subang 57,54.19
(61) Terminal Cirebon 160,(170) Universitas Cirebon 217,52.56
(184) Mall Sumedang 77,(203) RS Cimahi 121,121.23
(208) Stasiun Cimahi 172,(5) Bandung Indah Plaza,27.82
(218) Terminal Indramayu 152,(213) Terminal Subang 104,15.22
(217) Mall Cirebon 213,(261) Mall Sumedang 55,135.64
(269) Hotel Cirebon 186,(27) Stasiun Soreang 150,96.29
(126) Mall Tasikmalaya 234,(119) Festival Citylink,104.28
(202) Terminal Sumedang 61,(161) RS Kuningan 243,51.9
(275) Mall Lembang 22,(1) Alun-Alun Cianjur 184,62.25
(209) Hotel Subang 210,(208) Stasiun Cimahi 172,108.73
(230) Mall Soreang 257,(295) Mall Tasikmalaya 5,7.08
(233) Alun-Alun Majalengka 47,(256) Wisata Cianjur 165,135.19
(56) RS Soreang 16,(138) RS Kuningan 38,73.41
(219) Stasiun Cianjur 230,(22) Alun-Alun Garut 185,47.99
(175) Universitas Cimahi 10,(81) Alun-Alun Garut 31,76.0
(253) Stasiun Majalengka 42,(211) Hotel Lembang 139,45.39
(164) Terminal Leuwipanjang,(283) Hotel Majalengka 36,48.37
(263) Alun-Alun Sumedang 56,(249) Institut Teknologi Bandung,43.56
(150) Terminal Garut 120,(262) Hotel Indramayu 40,82.3
(226) Universitas Padjadjaran,(72) Stasiun Bandung,134.79
(142) Hotel Sumedang 138,(49) Universitas Indramayu 45,85.82
(201) Mall Sumedang 79,(177) Terminal Lembang 137,15.45
(221) Terminal Garut 183,(207) Terminal Tasikmalaya 88,108.05
(137) Gasibu,(261) Mall Sumedang 55,102.37
(255) Hotel Rancaekek 204,(296) Alun-Alun Bandung 235,91.88
(106) Kings Shopping Center,(224) Wisata Cianjur 251,5.64
(239) Terminal Kuningan 179,(295) Mall Tasikmalaya 5,2.01
(272) Universitas Cirebon 201,(254) RS Cimahi 199,72.49
(3) Alun-Alun Sumedang 17,(154) Museum Geologi,53.75
(263) Alun-Alun Sumedang 56,(119) Festival Citylink,71.84
(241) Universitas Lembang 7,(267) Universitas Lembang 100,24.44
(67) Wisata Sumedang 94,(69) Terminal Indramayu 193,107.17
(181) Terminal Purwakarta 67,(139) Lapangan Tegalega,111.1
(18) Stasiun Kuningan 130,(183) Alun-Alun Garut 175,124.12
(206) RS Hasan Sadikin,(87) RS Purwakarta 136,82.97
(270) Terminal Cianjur 48,(227) RS Sumedang 226,33.99
(70) RS Sumedang 53,(96) Universitas Lembang 70,58.18
(140) Terminal Cianjur 50,(154) Museum Geologi,110.87
(44) Mall Bandung 153,(199) Alun-Alun Sumedang 15,147.24
(169) Hotel Cianjur 89,(268) Stasiun Rancaekek 191,63.65
(276) Wisata Soreang 159,(168) Alun-Alun Lembang 23,140.2
(226) Universitas Padjadjaran,(225) Saung Angklung Udjo,128.48
(139) Lapangan Tegalega,(260) Stasiun Rancaekek 258,93.29
(82) Universitas Kuningan 71,(16) Terminal Indramayu 229,49.06
(241) Universitas Lembang 7,(261) Mall Sumedang 55,15.22
(44) Mall Bandung 153,(278) Wisata Indramayu 33,107.96
(12) Hotel Purwakarta 101,(110) Hotel Kuningan 145,107.8
(100) Terminal Majalengka 205,(108) Alun-Alun Garut 43,17.19
(141) Mall Rancaekek 133,(289) Terminal Subang 198,116.38
(58) Alun-Alun Kuningan 91,(199) Alun-Alun Sumedang 15,122.64
(97) Universitas Bandung 131,(283) Hotel Majalengka 36,59.43
(39) Alun-Alun Soreang 44,(186) Bandung Trade Centre,5.82
(62) Universitas Majalengka 59,(63) Summarecon Mall Bandung,119.2
(52) Dago Pakar,(161) RS Kuningan 243,32.11
(116) Universitas Lembang 166,(108) Alun-Alun Garut 43,101.37
(59) Terminal Bandung 146,(131) Mall Kuningan 113,63.43
(243) Mall Purwakarta 176,(150) Terminal Garut 120,108.39
(239) Terminal Kuningan 179,(177) Terminal Lembang 137,118.93
(87) RS Purwakarta 136,(250) Universitas Sumedang 223,25.33
(120) Hotel Bandung 73,(14) Alun-Alun Bandung 68,87.82
(209) Hotel Subang 210,(49) Universitas Indramayu 45,91.95
(92) Stasiun Soreang 27,(243) Mall Purwakarta 176,139.49
(62) Universitas Majalengka 59,(139) Lapangan Tegalega,76.56
(248) Stasiun Bandung 174,(134) Mall Subang 221,96.2
(81) Alun-Alun Garut 31,(86) Terminal Subang 180,77.3
(40) Universitas Subang 218,(7) Hotel Cianjur 224,113.82
(218) Terminal Indramayu 152,(146) Mall Purwakarta 214,103.39
(161) RS Kuningan 243,(54) RS Santo Borromeus,105.19
(185) Babakan Siliwangi,(105) Wisata Cimahi 86,140.54
(210) Hotel Tasikmalaya 12,(260) Stasiun Rancaekek 258,137.7
(282) Alun-Alun Cirebon 246,(211) Hotel Lembang 139,120.15
(70) RS Sumedang 53,(217) Mall Cirebon 213,67.51
(7) Hotel Cianjur 224,(211) Hotel Lembang 139,38.1
(176) Mall Cirebon 95,(39) Alun-Alun Soreang 44,59.9
(253) Stasiun Majalengka 42,(98) Terminal Cianjur 52,120.59
(276) Wisata Soreang 159,(51) Alun-Alun Subang 54,103.71
(190) Mall Majalengka 93,(105) Wisata Cimahi 86,143.21
(127) Bandung Electronic Center,(193) Wisata Bandung 28,41.58
(137) Gasibu,(184) Mall Sumedang 77,16.6
(116) Universitas Lembang 166,(189) Mall Purwakarta 49,34.36
(282) Alun-Alun Cirebon 246,(66) RS Garut 64,36.9
(275) Mall Lembang 22,(212) Alun-Alun Rancaekek 65,3.85
(268) Stasiun Rancaekek 191,(147) Terminal Cianjur 259,142.76
(242) Mall Garut 78,(111) Hotel Cianjur 103,33.51
(71) Wisata Lembang 231,(28) Cihampelas Walk,23.26
(223) Mall Lembang 236,(113) Terminal Cianjur 108,44.45
(8) Universitas Kuningan 228,(268) Stasiun Rancaekek 191,97.31
(267) Universitas Lembang 100,(76) Alun-Alun Cianjur 168,10.22
(163) Paris Van Java,(155) Mall Majalengka 227,98.78
(251) Mall Garut 32,(93) Stasiun Bandung 72,75.8
(20) Wisata Soreang 197,(228) Mall Lembang 6,123.88
(293) RS Cirebon 249,(269) Hotel Cirebon 186,24.78
(151) Wisata Cianjur 211,(129) Alun-Alun Subang 248,72.5
(80) Stasiun Kiaracondong,(243) Mall Purwakarta 176,1.92
(243) Mall Purwakarta 176,(190) Mall Majalengka 93,1.63
(203) RS Cimahi 121,(176) Mall Cirebon 95,10.13
(256) Wisata Cianjur 165,(299) RS Majalengka 20,37.41
(175) Universitas Cimahi 10,(163) Paris Van Java,104.78
(98) Terminal Cianjur 52,(119) Festival Citylink,140.06
(268) Stasiun Rancaekek 191,(17) Hotel Subang 8,66.92
(82) Universitas Kuningan 71,(284) RS Hermina,38.91
(94) Wisata Soreang 35,(207) Terminal Tasikmalaya 88,9.99
(299) RS Majalengka 20,(43) Stasiun Purwakarta 169,12.38
(109) Kiara Artha Park,(6) Mall Soreang 202,66.67
(254) RS Cimahi 199,(267) Universitas Lembang 100,91.26
(277) Trans Studio Bandung,(219) Stasiun Cianjur 230,140.28
(289) Terminal Subang 198,(8) Universitas Kuningan 228,14.52
(25) Kebun Binatang Bandung,(43) Stasiun Purwakarta 169,114.68
(177) Terminal Lembang 137,(259) Wisata Purwakarta 219,114.04
(21) Universitas Cimahi 164,(288) Terminal Soreang 105,100.48
(140) Terminal Cianjur 50,(120) Hotel Bandung 73,85.22
(256) Wisata Cianjur 165,(203) RS Cimahi 121,20.49
(118) RS Tasikmalaya 237,(117) Terminal Subang 57,68.77
(81) Alun-Alun Garut 31,(276) Wisata Soreang 159,53.94
(111) Hotel Cianjur 103,(112) Alun-Alun Subang 203,76.21
(69) Terminal Indramayu 193,(269) Hotel Cirebon 186,15.2
(284) RS Hermina,(53) Hotel Cianjur 114,52.1
(268) Stasiun Rancaekek 191,(256) Wisata Cianjur 165,4.83
(32) Universitas Lembang 212,(148) Museum Asia Afrika,92.48
(50) Alun-Alun Rancaekek 209,(199) Alun-Alun Sumedang 15,138.54
(181) Terminal Purwakarta 67,(261) Mall Sumedang 55,40.77
(68) RS Purwakarta 81,(285) Mall Majalengka 85,17.97
(9) Terminal Rancaekek 18,(266) RS Lembang 97,26.45
(54) RS Santo Borromeus,(288) Terminal Soreang 105,99.3
(105) Wisata Cimahi 86,(10) Hotel Cianjur 21,97.21
(255) Hotel Rancaekek 204,(94) Wisata Soreang 35,78.63
(161) RS Kuningan 243,(223) Mall Lembang 236,15.91
(196) Hotel Cirebon 190,(59) Terminal Bandung 146,66.53
(65) Stasiun Sumedang 255,(130) Alun-Alun Bandung,38.74
(143) Alun-Alun Cianjur 147,(273) Hotel Indramayu 189,36.41
(264) Hotel Cianjur 39,(41) Universitas Soreang 194,40.49
(230) Mall Soreang 257,(34) Hotel Subang 84,120.54
(119) Festival Citylink,(173) Wisata Garut 74,89.33
(269) Hotel Cirebon 186,(133) Wisata Lembang 34,44.28
(276) Wisata Soreang 159,(151) Wisata Cianjur 211,43.82
(133) Wisata Lembang 34,(175) Universitas Cimahi 10,134.85
(224) Wisata Cianjur 251,(222) Stasiun Kuningan 233,13.36
(175) Universitas Cimahi 10,(102) Wisata Bandung 242,10.4
(225) Saung Angklung Udjo,(231) Hotel Bandung 154,132.31
(26) Masjid Raya Bandung,(182) Mall Kuningan 29,98.17
(150) Terminal Garut 120,(31) Stasiun Cianjur 163,142.34
(126) Mall Tasikmalaya 234,(124) Terminal Garut 92,111.54
(26) Masjid Raya Bandung,(215) Alun-Alun Majalengka 4,38.09
(287) Stasiun Garut 238,(48) Wisata Lembang 162,111.68
(160) Terminal Tasikmalaya 177,(72) Stasiun Bandung,128.29
(266) RS Lembang 97,(253) Stasiun Majalengka 42,126.88
(229) RS Soreang 195,(147) Terminal Cianjur 259,144.91
(275) Mall Lembang 22,(169) Hotel Cianjur 89,143.47
(156) Hotel Lembang 241,(41) Universitas Soreang 194,118.0
(110) Hotel Kuningan 145,(221) Terminal Garut 183,50.12
(87) RS Purwakarta 136,(20) Wisata Soreang 197,92.08
(9) Terminal Rancaekek 18,(232) Terminal Tasikmalaya 155,110.2
(55) Terminal Cirebon 60,(155) Mall Majalengka 227,129.43
(256) Wisata Cianjur 165,(294) Wisata Soreang 208,28.78
(115) Universitas Sumedang 245,(267) Universitas Lembang 100,43.62
(253) Stasiun Majalengka 42,(58) Alun-Alun Kuningan 91,102.2
(281) Hotel Indramayu 149,(292) Wisata Cianjur 187,145.34
(74) Universitas Cianjur 51,(28) Cihampelas Walk,99.59
(17) Hotel Subang 8,(149) Hotel Majalengka 129,11.51
(259) Wisata Purwakarta 219,(111) Hotel Cianjur 103,106.94
(185) Babakan Siliwangi,(259) Wisata Purwakarta 219,91.13
(255) Hotel Rancaekek 204,(230) Mall Soreang 257,146.23
(113) Terminal Cianjur 108,(184) Mall Sumedang 77,56.55
(161) RS Kuningan 243,(274) Stasiun Cianjur 216,47.03
(63) Summarecon Mall Bandung,(58) Alun-Alun Kuningan 91,62.18
(108) Alun-Alun Garut 43,(81) Alun-Alun Garut 31,118.28
(113) Terminal Cianjur 108,(172) Universitas Kuningan 122,118.94
(273) Hotel Indramayu 189,(96) Universitas Lembang 70,47.91
(207) Terminal Tasikmalaya 88,(152) Wisata Bandung 117,117.21
(220) RS Rancaekek 126,(213) Terminal Subang 104,45.64
(231) Hotel Bandung 154,(196) Hotel Cirebon 190,13.16
(273) Hotel Indramayu 189,(28) Cihampelas Walk,102.88
(242) Mall Garut 78,(282) Alun-Alun Cirebon 246,42.3
(152) Wisata Bandung 117,(128) Wisata Majalengka 200,114.69
(221) Terminal Garut 183,(253) Stasiun Majalengka 42,127.94
(120) Hotel Bandung 73,(160) Terminal Tasikmalaya 177,103.14
(188) Dago Dreampark,(168) Alun-Alun Lembang 23,14.59
(15) Terminal Indramayu 196,(3) Alun-Alun Sumedang 17,68.95
(136) Terminal Garut 24,(100) Terminal Majalengka 205,41.82
(260) Stasiun Rancaekek 258,(269) Hotel Cirebon 186,114.87
(173) Wisata Garut 74,(90) Mall Soreang 222,102.31
(180) RS Purwakarta 225,(80) Stasiun Kiaracondong,50.6
(227) RS Sumedang 226,(108) Alun-Alun Garut 43,144.53
(81) Alun-Alun Garut 31,(299) RS Majalengka 20,126.38
(17) Hotel Subang 8,(108) Alun-Alun Garut 43,132.81
(59) Terminal Bandung 146,(208) Stasiun Cimahi 172,117.17
(29) Mall Cimahi 156,(61) Terminal Cirebon 160,124.0
(48) Wisata Lembang 162,(267) Universitas Lembang 100,111.48
(145) Universitas Purwakarta 107,(198) Mall Cianjur 116,31.49
(31) Stasiun Cianjur 163,(185) Babakan Siliwangi,144.4
(239) Terminal Kuningan 179,(102) Wisata Bandung 242,89.4
(36) Mall Rancaekek 148,(22) Alun-Alun Garut 185,123.22
(32) Universitas Lembang 212,(229) RS Soreang 195,1.82
(285) Mall Majalengka 85,(107) Alun-Alun Lembang 46,140.05
(135) Wisata Cianjur 58,(235) Alun-Alun Cimahi 106,139.6
(229) RS Soreang 195,(283) Hotel Majalengka 36,14.94
(138) RS Kuningan 38,(117) Terminal Subang 57,135.13
(116) Universitas Lembang 166,(296) Alun-Alun Bandung 235,93.25
(6) Mall Soreang 202,(92) Stasiun Soreang 27,15.58
(282) Alun-Alun Cirebon 246,(236) Alun-Alun Purwakarta 144,65.13
(47) Terminal Cianjur 69,(160) Terminal Tasikmalaya 177,101.89
(276) Wisata Soreang 159,(182) Mall Kuningan 29,73.04
(197) RS Santosa Bandung,(45) RS Cimahi 244,102.57
(168) Alun-Alun Lembang 23,(145) Universitas Purwakarta 107,112.48
(105) Wisata Cimahi 86,(276) Wisata Soreang 159,57.34
(6) Mall Soreang 202,(88) Terminal Tasikmalaya 109,8.22
(173) Wisata Garut 74,(165) Hotel Rancaekek 252,122.16
(11) Alun-Alun Indramayu 66,(264) Hotel Cianjur 39,112.32
(126) Mall Tasikmalaya 234,(98) Terminal Cianjur 52,149.12
(163) Paris Van Java,(297) Alun-Alun Subang 134,68.83
(17) Hotel Subang 8,(290) Curug Dago,115.1
(12) Hotel Purwakarta 101,(149) Hotel Majalengka 129,111.52
(271) Stasiun Rancaekek 82,(217) Mall Cirebon 213,107.18
(265) Mall Kuningan 110,(132) Terminal Subang 118,79.19
(269) Hotel Cirebon 186,(276) Wisata Soreang 159,27.24
(46) Universitas Telkom,(70) RS Sumedang 53,149.77
(210) Hotel Tasikmalaya 12,(297) Alun-Alun Subang 134,40.22
(53) Hotel Cianjur 114,(177) Terminal Lembang 137,90.78
(47) Terminal Cianjur 69,(18) Stasiun Kuningan 130,104.79
(246) Hotel Majalengka 13,(219) Stasiun Cianjur 230,67.39
(59) Terminal Bandung 146,(295) Mall Tasikmalaya 5,120.91
(93) Stasiun Bandung 72,(0) Mall Kuningan 76,124.62
(8) Universitas Kuningan 228,(96) Universitas Lembang 70,96.16
(26) Masjid Raya Bandung,(283) Hotel Majalengka 36,114.27
(253) Stasiun Majalengka 42,(201) Mall Sumedang 79,148.46
(129) Alun-Alun Subang 248,(215) Alun-Alun Majalengka 4,100.59
(42) Braga Citywalk,(26) Masjid Raya Bandung,125.24
(11) Alun-Alun Indramayu 66,(262) Hotel Indramayu 40,103.36
(33) Hotel Kuningan 215,(56) RS Soreang 16,145.18
(135) Wisata Cianjur 58,(71) Wisata Lembang 231,127.94
(113) Terminal Cianjur 108,(115) Universitas Sumedang 245,138.29
(276) Wisata Soreang 159,(157) Alun-Alun Cirebon 143,133.67
(106) Kings Shopping Center,(196) Hotel Cirebon 190,67.03
(88) Terminal Tasikmalaya 109,(117) Terminal Subang 57,109.37
(7) Hotel Cianjur 224,(16) Terminal Indramayu 229,100.88
(63) Summarecon Mall Bandung,(87) RS Purwakarta 136,46.29
(206) RS Hasan Sadikin,(108) Alun-Alun Garut 43,103.38
(151) Wisata Cianjur 211,(60) Paskal Hyper Square,13.07
(208) Stasiun Cimahi 172,(60) Paskal Hyper Square,12.47
(155) Mall Majalengka 227,(89) Wisata Kuningan 75,64.39
(138) RS Kuningan 38,(118) RS Tasikmalaya 237,120.58
(19) Terminal Purwakarta 119,(51) Alun-Alun Subang 54,91.91
(76) Alun-Alun Cianjur 168,(64) Wisata Majalengka 182,2.13
(37) Universitas Purwakarta 232,(43) Stasiun Purwakarta 169,135.95
(139) Lapangan Tegalega,(49) Universitas Indramayu 45,85.06
(177) Terminal Lembang 137,(32) Universitas Lembang 212,122.25
(63) Summarecon Mall Bandung,(190) Mall Majalengka 93,88.98
(178) Wisata Garut 173,(276) Wisata Soreang 159,114.04
(15) Terminal Indramayu 196,(33) Hotel Kuningan 215,107.14
(38) Alun-Alun Garut 112,(209) Hotel Subang 210,89.17
(156) Hotel Lembang 241,(76) Alun-Alun Cianjur 168,108.32
(73) Wisata Subang 90,(33) Hotel Kuningan 215,136.27
(41) Universitas Soreang 194,(210) Hotel Tasikmalaya 12,119.57
(87) RS Purwakarta 136,(60) Paskal Hyper Square,3.88
(60) Paskal Hyper Square,(194) Mall Rancaekek 37,97.92
(289) Terminal Subang 198,(115) Universitas Sumedang 245,82.5
(98) Terminal Cianjur 52,(116) Universitas Lembang 166,110.57
(190) Mall Majalengka 93,(25) Kebun Binatang Bandung,93.43
(287) Stasiun Garut 238,(242) Mall Garut 78,83.58
(259) Wisata Purwakarta 219,(171) Gedung Sate,57.24
(182) Mall Kuningan 29,(232) Terminal Tasikmalaya 155,57.59
(86) Terminal Subang 180,(241) Universitas Lembang 7,22.61
(35) Wisata Kuningan 141,(269) Hotel Cirebon 186,22.26
(75) GBLA Stadium,(294) Wisata Soreang 208,105.73
(221) Terminal Garut 183,(19) Terminal Purwakarta 119,39.54
(106) Kings Shopping Center,(159) Stasiun Subang 157,45.27
(45) RS Cimahi 244,(231) Hotel Bandung 154,105.5
(88) Terminal Tasikmalaya 109,(198) Mall Cianjur 116,5.1
(18) Stasiun Kuningan 130,(74) Universitas Cianjur 51,68.37
(37) Universitas Purwakarta 232,(219) Stasiun Cianjur 230,67.3
(81) Alun-Alun Garut 31,(230) Mall Soreang 257,48.79
(143) Alun-Alun Cianjur 147,(215) Alun-Alun Majalengka 4,55.56
(19) Terminal Purwakarta 119,(13) Alun-Alun Rancaekek 127,13.18
(216) Wisata Subang 111,(192) Metro Indah Mall,65.1
(40) Universitas Subang 218,(201) Mall Sumedang 79,6.12
(27) Stasiun Soreang 150,(263) Alun-Alun Sumedang 56,131.88
(196) Hotel Cirebon 190,(218) Terminal Indramayu 152,63.76
(74) Universitas Cianjur 51,(85) Terminal Garut 102,138.22
(265) Mall Kuningan 110,(208) Stasiun Cimahi 172,31.66
(188) Dago Dreampark,(28) Cihampelas Walk,75.04
(240) Mall Bandung 250,(164) Terminal Leuwipanjang,87.07
(20) Wisata Soreang 197,(159) Stasiun Subang 157,33.67
(264) Hotel Cianjur 39,(179) Universitas Kuningan 206,51.17
(271) Stasiun Rancaekek 82,(137) Gasibu,34.82
(125) Wisata Majalengka 207,(82) Universitas Kuningan 71,17.21
(237) Hotel Sumedang 151,(279) Alun-Alun Cimahi 254,88.84
(118) RS Tasikmalaya 237,(237) Hotel Sumedang 151,123.59
(184) Mall Sumedang 77,(94) Wisata Soreang 35,7.43
(177) Terminal Lembang 137,(169) Hotel Cianjur 89,133.9
(192) Metro Indah Mall,(271) Stasiun Rancaekek 82,110.63
(205) Terminal Cicaheum,(170) Universitas Cirebon 217,64.16
(170) Universitas Cirebon 217,(276) Wisata Soreang 159,94.49
(3) Alun-Alun Sumedang 17,(154) Museum Geologi,60.03
(41) Universitas Soreang 194,(283) Hotel Majalengka 36,43.09
(110) Hotel Kuningan 145,(296) Alun-Alun Bandung 235,122.05
(185) Babakan Siliwangi,(73) Wisata Subang 90,73.02
(144) Wisata Kuningan 170,(266) RS Lembang 97,123.7
(140) Terminal Cianjur 50,(167) RS Kuningan 158,27.65
