Lokasi_Awal,Lokasi_Tujuan,Jarak_km
(369) Wisata Cirebon 140,(317) RS Kuningan 221,71.84
(475) RS Cianjur 77,(373) Wisata Lembang 255,63.66
(205) Alun-Alun Garut 413,(221) Terminal Tasikmalaya 143,133.79
(56) Terminal Soreang 284,(229) Mall Cimahi 47,60.38
(439) RS Bandung 212,(146) Mall Tasikmalaya 68,44.26
(314) Alun-Alun Cianjur 31,(138) Stasiun Soreang 253,112.54
(122) Curug Dago,(273) Hotel Cianjur 97,62.15
(476) Stasiun Cimahi 167,(307) Hotel Kuningan 371,34.6
(133) Terminal Cianjur 391,(274) Hotel Subang 260,22.76
(330) Mall Cirebon 459,(127) Wisata Bandung 291,74.86
(37) Stasiun Kiaracondong,(337) Hotel Cirebon 158,61.89
(13) Kebun Binatang Bandung,(3) Stasiun Kuningan 336,45.75
(41) RS Tasikmalaya 218,(274) Hotel Subang 260,105.6
(146) Mall Tasikmalaya 68,(447) Universitas Cimahi 265,139.23
(279) Terminal Garut 209,(220) RS Santosa Bandung,143.97
(53) Hotel Cimahi 154,(218) RS Lembang 359,61.38
(334) Wisata Cianjur 274,(430) RS Garut 363,93.19
(0) Hotel Sumedang 156,(295) Mall Indramayu 445,73.53
(435) Mall Tasikmalaya 232,(410) Hotel Kuningan 304,94.28
(140) Universitas Soreang 450,(4) Stasiun Subang 125,127.34
(287) Alun-Alun Kuningan 83,(159) Mall Lembang 87,61.18
(344) Stasiun Kuningan 10,(201) Universitas Purwakarta 406,24.88
(68) Terminal Purwakarta 455,(181) Alun-Alun Cimahi 206,67.01
(25) Hotel Subang 250,(200) RS Majalengka 142,62.56
(0) Hotel Sumedang 156,(302) Universitas Cimahi 147,144.84
(404) Terminal Kuningan 136,(422) Mall Soreang 153,127.7
(132) Wisata Tasikmalaya 92,(393) Stasiun Rancaekek 90,149.07
(167) RS Soreang 139,(364) Alun-Alun Cianjur 301,15.5
(36) Wisata Bandung 404,(177) Mall Bandung 134,78.39
(412) RS Majalengka 227,(317) RS Kuningan 221,74.21
(240) Wisata Cianjur 8,(353) Mall Sumedang 233,142.83
(92) Alun-Alun Soreang 456,(467) Alun-Alun Indramayu 117,57.63
(75) Alun-Alun Bandung 119,(323) Mall Cianjur 270,123.22
(214) Universitas Kuningan 160,(3) Stasiun Kuningan 336,58.97
(333) Wisata Purwakarta 229,(305) Alun-Alun Garut 88,126.58
(17) Mall Kuningan 362,(49) Hotel Kuningan 105,80.35
(455) Wisata Sumedang 361,(281) Stasiun Kuningan 381,106.47
(33) Stasiun Kuningan 69,(334) Wisata Cianjur 274,29.87
(451) Mall Indramayu 417,(476) Stasiun Cimahi 167,22.78
(132) Wisata Tasikmalaya 92,(54) RS Cirebon 46,44.64
(488) Alun-Alun Lembang 400,(50) Wisata Rancaekek 5,20.75
(162) Terminal Cimahi 197,(159) Mall Lembang 87,16.83
(107) RS Cianjur 414,(116) Hotel Subang 238,110.21
(418) RS Rancaekek 411,(89) Terminal Indramayu 248,111.12
(430) RS Garut 363,(120) Terminal Bandung 368,88.16
(3) Stasiun Kuningan 336,(301) Kings Shopping Center,136.64
(270) RS Indramayu 43,(427) RS Purwakarta 342,70.04
(320) Terminal Bandung 175,(251) Terminal Subang 85,57.86
(358) Alun-Alun Rancaekek 192,(23) Universitas Purwakarta 437,117.38
(473) Stasiun Lembang 81,(350) Mall Soreang 161,98.54
(359) Terminal Cianjur 258,(365) Wisata Majalengka 58,144.0
(429) Terminal Cianjur 19,(431) RS Bandung 193,97.6
(450) Terminal Soreang 219,(70) Mall Rancaekek 312,97.43
(443) RS Tasikmalaya 240,(319) Alun-Alun Garut 430,100.09
(75) Alun-Alun Bandung 119,(150) Stasiun Cianjur 303,138.13
(445) Wisata Soreang 319,(266) Alun-Alun Bandung 395,37.17
(315) Hotel Rancaekek 273,(191) Hotel Subang 305,60.72
(436) Terminal Lembang 259,(285) Stasiun Indramayu 157,95.7
(167) RS Soreang 139,(66) Gasibu,42.22
(422) Mall Soreang 153,(309) Mall Kuningan 309,139.77
(148) Terminal Majalengka 272,(300) Mall Rancaekek 246,91.61
(99) Alun-Alun Garut 328,(454) Terminal Bandung 216,44.6
(208) Wisata Garut 281,(96) RS Bandung 407,8.67
(471) Stasiun Bandung 185,(40) Terminal Rancaekek 32,81.28
(37) Stasiun Kiaracondong,(425) Universitas Majalengka 384,69.57
(286) Stasiun Cimahi 378,(145) RS Garut 431,129.28
(49) Hotel Kuningan 105,(353) Mall Sumedang 233,147.63
(18) Alun-Alun Purwakarta 315,(154) Terminal Garut 329,33.7
(234) Trans Studio Bandung,(475) RS Cianjur 77,39.6
(347) Hotel Bandung 34,(410) Hotel Kuningan 304,75.76
(416) Hotel Purwakarta 257,(326) Alun-Alun Rancaekek 297,59.67
(154) Terminal Garut 329,(207) Terminal Rancaekek 352,83.59
(232) Mall Purwakarta 159,(384) Alun-Alun Purwakarta 84,118.26
(156) Mall Lembang 39,(347) Hotel Bandung 34,131.64
(488) Alun-Alun Lembang 400,(331) Wisata Cianjur 286,138.03
(233) Mall Rancaekek 324,(125) RS Rancaekek 310,65.38
(348) Stasiun Soreang 223,(471) Stasiun Bandung 185,67.99
(351) Wisata Lembang 261,(445) Wisata Soreang 319,120.67
(321) Museum Geologi,(393) Stasiun Rancaekek 90,55.84
(27) Stasiun Majalengka 355,(305) Alun-Alun Garut 88,125.09
(404) Terminal Kuningan 136,(397) Terminal Indramayu 249,144.4
(378) Hotel Bandung 444,(39) Terminal Rancaekek 298,90.29
(404) Terminal Kuningan 136,(71) Museum Asia Afrika,140.4
(26) Paskal Hyper Square,(399) RS Purwakarta 75,68.78
(392) Stasiun Cianjur 425,(475) RS Cianjur 77,41.3
(415) Wisata Subang 306,(29) Hotel Garut 16,132.29
(375) Mall Purwakarta 331,(14) Masjid Raya Bandung,92.61
(236) Terminal Lembang 173,(307) Hotel Kuningan 371,84.64
(326) Alun-Alun Rancaekek 297,(448) Universitas Cirebon 25,127.68
(216) Terminal Indramayu 426,(429) Terminal Cianjur 19,76.94
(341) RS Garut 116,(68) Terminal Purwakarta 455,26.92
(396) RS Lembang 132,(100) Hotel Subang 396,126.41
(42) Mall Cianjur 389,(440) Stasiun Bandung 366,56.35
(329) Hotel Subang 440,(336) Wisata Lembang 78,111.58
(219) Stasiun Tasikmalaya 118,(157) Universitas Soreang 410,100.87
(229) Mall Cimahi 47,(266) Alun-Alun Bandung 395,30.89
(431) RS Bandung 193,(30) Universitas Tasikmalaya 33,75.07
(47) Stasiun Kuningan 128,(299) Stasiun Rancaekek 98,21.02
(71) Museum Asia Afrika,(264) Hotel Cirebon 236,128.28
(233) Mall Rancaekek 324,(499) RS Majalengka 107,10.18
(32) RS Majalengka 269,(38) RS Lembang 441,149.55
(225) Hotel Kuningan 144,(237) Alun-Alun Sumedang 123,82.97
(322) Mall Indramayu 51,(217) Universitas Tasikmalaya 211,134.02
(395) Stasiun Indramayu 439,(292) Hotel Indramayu 251,1.0
(142) Universitas Rancaekek 56,(60) RS Rancaekek 30,114.17
(385) Wisata Lembang 114,(330) Mall Cirebon 459,55.53
(405) Universitas Telkom,(192) Wisata Cirebon 2,146.98
(87) Babakan Siliwangi,(36) Wisata Bandung 404,111.95
(410) Hotel Kuningan 304,(5) Hotel Purwakarta 163,64.36
(433) RS Cimahi 50,(125) RS Rancaekek 310,127.6
(360) Terminal Tasikmalaya 449,(442) Stasiun Sumedang 133,97.04
(228) Alun-Alun Cimahi 401,(201) Universitas Purwakarta 406,125.55
(188) Terminal Soreang 322,(247) Stasiun Cimahi 210,42.48
(156) Mall Lembang 39,(447) Universitas Cimahi 265,90.77
(201) Universitas Purwakarta 406,(69) Hotel Cirebon 277,102.73
(325) Wisata Cirebon 351,(310) Alun-Alun Bandung,9.23
(312) Mall Indramayu 234,(371) Alun-Alun Lembang 295,128.72
(389) Alun-Alun Rancaekek 131,(30) Universitas Tasikmalaya 33,56.5
(157) Universitas Soreang 410,(303) RS Cirebon 231,132.17
(235) Wisata Lembang 264,(494) RS Hermina,18.77
(157) Universitas Soreang 410,(345) Mall Rancaekek 104,32.95
(451) Mall Indramayu 417,(117) Hotel Kuningan 285,148.54
(110) RS Kuningan 14,(260) Hotel Sumedang 403,134.31
(110) RS Kuningan 14,(117) Hotel Kuningan 285,64.89
(216) Terminal Indramayu 426,(425) Universitas Majalengka 384,76.72
(25) Hotel Subang 250,(67) Mall Majalengka 179,99.05
(361) Stasiun Tasikmalaya 267,(206) Terminal Lembang 129,71.35
(352) Mall Soreang 343,(5) Hotel Purwakarta 163,135.62
(454) Terminal Bandung 216,(384) Alun-Alun Purwakarta 84,64.21
(330) Mall Cirebon 459,(404) Terminal Kuningan 136,106.77
(411) Hotel Purwakarta 451,(353) Mall Sumedang 233,38.71
(472) Teras Cikapundung,(291) Alun-Alun Tasikmalaya 37,114.82
(261) Hotel Lembang 247,(214) Universitas Kuningan 160,40.05
(1) Universitas Rancaekek 20,(6) Wisata Sumedang 379,90.54
(237) Alun-Alun Sumedang 123,(22) RS Santo Borromeus,9.96
(385) Wisata Lembang 114,(442) Stasiun Sumedang 133,26.41
(309) Mall Kuningan 309,(473) Stasiun Lembang 81,53.29
(269) Wisata Cirebon 453,(85) Alun-Alun Subang 201,47.16
(448) Universitas Cirebon 25,(353) Mall Sumedang 233,87.35
(44) Mall Subang 398,(365) Wisata Majalengka 58,60.19
(195) Wisata Sumedang 323,(242) Terminal Tasikmalaya 280,102.55
(174) Wisata Majalengka 302,(487) Wisata Indramayu 121,40.45
(26) Paskal Hyper Square,(29) Hotel Garut 16,146.57
(41) RS Tasikmalaya 218,(200) RS Majalengka 142,84.88
(280) Stasiun Rancaekek 393,(228) Alun-Alun Cimahi 401,77.3
(159) Mall Lembang 87,(189) Alun-Alun Lembang 357,140.39
(424) Hotel Garut 237,(403) RS Garut 91,51.17
(263) Mall Cianjur 65,(45) Universitas Kuningan 313,104.95
(93) Alun-Alun Rancaekek 457,(203) Gedung Sate,6.15
(365) Wisata Majalengka 58,(8) Alun-Alun Soreang 115,53.36
(36) Wisata Bandung 404,(175) Mall Bandung 345,78.17
(387) Hotel Cianjur 224,(243) Terminal Cianjur 452,20.99
(91) Mall Cianjur 289,(129) Alun-Alun Garut 26,96.37
(29) Hotel Garut 16,(449) Wisata Rancaekek 196,68.78
(382) Terminal Garut 296,(305) Alun-Alun Garut 88,16.11
(411) Hotel Purwakarta 451,(161) Stasiun Cianjur 63,134.97
(379) Wisata Garut 205,(146) Mall Tasikmalaya 68,129.16
(384) Alun-Alun Purwakarta 84,(389) Alun-Alun Rancaekek 131,141.14
(416) Hotel Purwakarta 257,(392) Stasiun Cianjur 425,32.15
(320) Terminal Bandung 175,(475) RS Cianjur 77,149.77
(9) Terminal Subang 155,(235) Wisata Lembang 264,63.68
(259) Stasiun Majalengka 245,(372) Universitas Sumedang 434,49.26
(462) Universitas Bandung 207,(423) Terminal Cianjur 80,118.97
(3) Stasiun Kuningan 336,(366) RS Garut 311,40.13
(152) Stasiun Bandung,(475) RS Cianjur 77,86.76
(169) Terminal Cianjur 171,(162) Terminal Cimahi 197,3.92
(279) Terminal Garut 209,(426) Wisata Cianjur 373,82.63
(381) Stasiun Cirebon 358,(437) Universitas Cimahi 12,13.19
(341) RS Garut 116,(254) Wisata Cirebon 394,79.18
(447) Universitas Cimahi 265,(449) Wisata Rancaekek 196,13.9
(30) Universitas Tasikmalaya 33,(347) Hotel Bandung 34,32.84
(238) Wisata Majalengka 138,(360) Terminal Tasikmalaya 449,136.67
(331) Wisata Cianjur 286,(194) Alun-Alun Cimahi 385,97.91
(413) Terminal Cianjur 326,(77) Terminal Leuwipanjang,58.22
(405) Universitas Telkom,(406) RS Purwakarta 21,31.64
(363) Universitas Cirebon 332,(365) Wisata Majalengka 58,40.66
(197) Wisata Purwakarta 443,(83) Mall Tasikmalaya 95,48.01
(450) Terminal Soreang 219,(342) Terminal Kuningan 412,78.48
(88) Hotel Cimahi 13,(71) Museum Asia Afrika,80.58
(317) RS Kuningan 221,(428) RS Purwakarta 70,8.93
(53) Hotel Cimahi 154,(91) Mall Cianjur 289,22.19
(325) Wisata Cirebon 351,(57) Terminal Lembang 292,35.96
(308) Mall Indramayu 164,(357) Alun-Alun Sumedang 42,144.97
(272) Wisata Garut 170,(180) Universitas Cimahi 103,106.24
(269) Wisata Cirebon 453,(446) Lapangan Tegalega,97.82
(100) Hotel Subang 396,(478) RS Lembang 256,5.74
(9) Terminal Subang 155,(172) Mall Majalengka 9,94.04
(374) Alun-Alun Soreang 252,(189) Alun-Alun Lembang 357,110.32
(83) Mall Tasikmalaya 95,(21) RS Sumedang 177,116.47
(105) Hotel Sumedang 228,(284) GBLA Stadium,149.01
(279) Terminal Garut 209,(177) Mall Bandung 134,28.31
(115) RS Indramayu 191,(219) Stasiun Tasikmalaya 118,95.35
(8) Alun-Alun Soreang 115,(426) Wisata Cianjur 373,36.66
(210) Bandung Trade Centre,(395) Stasiun Indramayu 439,32.12
(15) Alun-Alun Garut 101,(217) Universitas Tasikmalaya 211,133.36
(432) Stasiun Lembang 424,(127) Wisata Bandung 291,31.29
(302) Universitas Cimahi 147,(348) Stasiun Soreang 223,8.47
(175) Mall Bandung 345,(332) Universitas Kuningan 122,13.55
(482) Wisata Tasikmalaya 6,(477) Terminal Majalengka 15,148.88
(268) Mall Kuningan 339,(221) Terminal Tasikmalaya 143,18.18
(154) Terminal Garut 329,(189) Alun-Alun Lembang 357,36.21
(109) Terminal Cirebon 225,(377) Hotel Sumedang 432,9.18
(207) Terminal Rancaekek 352,(257) Braga Citywalk,18.82
(283) Mall Cimahi 300,(81) Terminal Cirebon 182,118.5
(29) Hotel Garut 16,(457) Hotel Kuningan 183,138.88
(85) Alun-Alun Subang 201,(166) Wisata Soreang 415,70.88
(63) Alun-Alun Majalengka 454,(436) Terminal Lembang 259,91.6
(360) Terminal Tasikmalaya 449,(312) Mall Indramayu 234,70.47
(88) Hotel Cimahi 13,(305) Alun-Alun Garut 88,18.51
(97) Stasiun Majalengka 174,(237) Alun-Alun Sumedang 123,3.62
(229) Mall Cimahi 47,(75) Alun-Alun Bandung 119,144.92
(441) Universitas Cimahi 349,(128) Wisata Majalengka 162,60.09
(410) Hotel Kuningan 304,(394) Universitas Majalengka 150,2.91
(54) RS Cirebon 46,(345) Mall Rancaekek 104,49.82
(336) Wisata Lembang 78,(65) Terminal Rancaekek 287,32.9
(425) Universitas Majalengka 384,(106) Wisata Sumedang 73,88.34
(144) Tahura Djuanda,(7) RS Kuningan 109,58.24
(380) Hotel Purwakarta 317,(399) RS Purwakarta 75,113.65
(79) Stasiun Purwakarta 220,(187) Terminal Garut 341,15.57
(184) Alun-Alun Bandung 113,(375) Mall Purwakarta 331,47.93
(34) Hotel Lembang 7,(350) Mall Soreang 161,28.9
(308) Mall Indramayu 164,(20) Mall Purwakarta 198,135.27
(167) RS Soreang 139,(95) Wisata Rancaekek 213,51.66
(256) Terminal Purwakarta 203,(90) Terminal Purwakarta 79,18.89
(391) Hotel Cimahi 374,(321) Museum Geologi,58.97
(86) Wisata Tasikmalaya 148,(370) Wisata Cirebon 48,108.79
(182) Universitas Cimahi 354,(349) Wisata Bandung 29,78.7
(380) Hotel Purwakarta 317,(292) Hotel Indramayu 251,10.37
(73) Hotel Majalengka 427,(461) Terminal Indramayu 35,97.27
(444) Bandung Electronic Center,(384) Alun-Alun Purwakarta 84,40.19
(61) Hotel Majalengka 239,(451) Mall Indramayu 417,72.18
(227) Mall Purwakarta 204,(137) RS Bandung 268,3.39
(5) Hotel Purwakarta 163,(252) Cihampelas Walk,142.82
(119) Hotel Bandung 45,(144) Tahura Djuanda,19.87
(106) Wisata Sumedang 73,(20) Mall Purwakarta 198,125.68
(80) Mall Tasikmalaya 67,(217) Universitas Tasikmalaya 211,147.86
(229) Mall Cimahi 47,(130) Mall Cianjur 276,79.86
(362) Universitas Padjadjaran,(402) Terminal Bandung 41,53.29
(196) Universitas Soreang 86,(397) Terminal Indramayu 249,131.95
(329) Hotel Subang 440,(479) RS Garut 423,112.35
(142) Universitas Rancaekek 56,(449) Wisata Rancaekek 196,4.94
(79) Stasiun Purwakarta 220,(115) RS Indramayu 191,91.12
(93) Alun-Alun Rancaekek 457,(218) RS Lembang 359,123.16
(415) Wisata Subang 306,(100) Hotel Subang 396,43.37
(30) Universitas Tasikmalaya 33,(464) RS Tasikmalaya 151,104.73
(342) Terminal Kuningan 412,(303) RS Cirebon 231,47.12
(289) RS Al Islam,(5) Hotel Purwakarta 163,80.2
(363) Universitas Cirebon 332,(34) Hotel Lembang 7,103.87
(204) Alun-Alun Purwakarta 64,(267) Hotel Cirebon 3,129.49
(283) Mall Cimahi 300,(43) Mall Bandung 330,84.3
(203) Gedung Sate,(141) Wisata Sumedang 428,65.12
(20) Mall Purwakarta 198,(231) Mall Bandung 408,58.4
(116) Hotel Subang 238,(419) Alun-Alun Garut 195,38.84
(487) Wisata Indramayu 121,(494) RS Hermina,27.46
(347) Hotel Bandung 34,(379) Wisata Garut 205,139.62
(100) Hotel Subang 396,(151) Wisata Soreang 447,93.23
(497) Stasiun Soreang 387,(435) Mall Tasikmalaya 232,148.29
(186) Hotel Subang 54,(499) RS Majalengka 107,149.6
(300) Mall Rancaekek 246,(115) RS Indramayu 191,87.63
(267) Hotel Cirebon 3,(475) RS Cianjur 77,34.63
(412) RS Majalengka 227,(385) Wisata Lembang 114,143.45
(167) RS Soreang 139,(118) Universitas Soreang 356,137.8
(160) Universitas Cimahi 110,(358) Alun-Alun Rancaekek 192,20.36
(259) Stasiun Majalengka 245,(397) Terminal Indramayu 249,136.54
(119) Hotel Bandung 45,(13) Kebun Binatang Bandung,16.55
(460) Universitas Soreang 367,(492) Mall Lembang 290,72.53
(147) Alun-Alun Kuningan 23,(395) Stasiun Indramayu 439,16.0
(202) Mall Indramayu 146,(315) Hotel Rancaekek 273,8.15
(440) Stasiun Bandung 366,(451) Mall Indramayu 417,86.8
(237) Alun-Alun Sumedang 123,(163) Hotel Cianjur 338,21.11
(224) Mall Tasikmalaya 38,(200) RS Majalengka 142,149.87
(338) Dago Dreampark,(311) Hotel Cianjur 36,94.14
(92) Alun-Alun Soreang 456,(378) Hotel Bandung 444,5.63
(320) Terminal Bandung 175,(239) Terminal Tasikmalaya 405,110.56
(203) Gedung Sate,(186) Hotel Subang 54,61.48
(35) Alun-Alun Tasikmalaya 421,(235) Wisata Lembang 264,110.36
(185) Terminal Cirebon 189,(272) Wisata Garut 170,51.96
(402) Terminal Bandung 41,(379) Wisata Garut 205,144.66
(225) Hotel Kuningan 144,(497) Stasiun Soreang 387,93.82
(34) Hotel Lembang 7,(104) Universitas Lembang 294,64.48
(118) Universitas Soreang 356,(277) Terminal Lembang 108,117.64
(321) Museum Geologi,(135) Mall Cianjur 318,89.94
(385) Wisata Lembang 114,(410) Hotel Kuningan 304,39.12
(304) Kiara Artha Park,(328) Mall Cimahi 380,8.9
(469) RS Tasikmalaya 62,(356) RS Rancaekek 416,1.1
(270) RS Indramayu 43,(296) Hotel Lembang 364,88.46
(134) Hotel Rancaekek 442,(271) RS Lembang 235,67.82
(166) Wisata Soreang 415,(99) Alun-Alun Garut 328,41.18
(170) Wisata Sumedang 448,(348) Stasiun Soreang 223,69.67
(360) Terminal Tasikmalaya 449,(171) Alun-Alun Tasikmalaya 325,32.0
(355) RS Hasan Sadikin,(400) Hotel Garut 244,106.63
(56) Terminal Soreang 284,(476) Stasiun Cimahi 167,82.52
(214) Universitas Kuningan 160,(29) Hotel Garut 16,136.98
(440) Stasiun Bandung 366,(200) RS Majalengka 142,8.76
(185) Terminal Cirebon 189,(324) Universitas Kuningan 337,59.87
(262) Universitas Sumedang 369,(498) RS Bandung 172,67.17
(122) Curug Dago,(362) Universitas Padjadjaran,87.77
(38) RS Lembang 441,(461) Terminal Indramayu 35,18.43
(203) Gedung Sate,(498) RS Bandung 172,43.71
(265) RS Garut 436,(498) RS Bandung 172,53.49
(188) Terminal Soreang 322,(92) Alun-Alun Soreang 456,82.54
(250) Alun-Alun Cirebon 409,(244) Mall Bandung 353,92.86
(62) Stasiun Indramayu 418,(88) Hotel Cimahi 13,138.56
(2) Stasiun Soreang 102,(460) Universitas Soreang 367,11.54
(362) Universitas Padjadjaran,(105) Hotel Sumedang 228,63.03
(440) Stasiun Bandung 366,(487) Wisata Indramayu 121,18.15
(290) Terminal Garut 190,(379) Wisata Garut 205,53.28
(122) Curug Dago,(270) RS Indramayu 43,34.56
(278) Universitas Cianjur 435,(321) Museum Geologi,56.39
(153) Terminal Rancaekek 327,(65) Terminal Rancaekek 287,33.75
(372) Universitas Sumedang 434,(414) Alun-Alun Cimahi 124,30.39
(236) Terminal Lembang 173,(97) Stasiun Majalengka 174,27.13
(427) RS Purwakarta 342,(321) Museum Geologi,2.22
(47) Stasiun Kuningan 128,(258) Mall Purwakarta 262,36.72
(144) Tahura Djuanda,(112) Wisata Cirebon 76,23.54
(495) Alun-Alun Kuningan 314,(208) Wisata Garut 281,43.12
(215) Universitas Purwakarta 279,(277) Terminal Lembang 108,87.84
(418) RS Rancaekek 411,(143) RS Indramayu 288,26.18
(6) Wisata Sumedang 379,(194) Alun-Alun Cimahi 385,30.95
(150) Stasiun Cianjur 303,(14) Masjid Raya Bandung,68.94
(378) Hotel Bandung 444,(372) Universitas Sumedang 434,26.74
(470) Stasiun Lembang 348,(358) Alun-Alun Rancaekek 192,5.9
(215) Universitas Purwakarta 279,(394) Universitas Majalengka 150,138.96
(164) RS Tasikmalaya 399,(385) Wisata Lembang 114,71.63
(104) Universitas Lembang 294,(372) Universitas Sumedang 434,122.54
(340) Stasiun Tasikmalaya 370,(42) Mall Cianjur 389,35.24
(476) Stasiun Cimahi 167,(433) RS Cimahi 50,108.57
(383) Hotel Majalengka 383,(359) Terminal Cianjur 258,71.5
(355) RS Hasan Sadikin,(232) Mall Purwakarta 159,34.14
(388) Terminal Tasikmalaya 181,(410) Hotel Kuningan 304,142.2
(137) RS Bandung 268,(63) Alun-Alun Majalengka 454,63.83
(322) Mall Indramayu 51,(470) Stasiun Lembang 348,140.03
(497) Stasiun Soreang 387,(103) Wisata Rancaekek 120,126.81
(491) Mall Lembang 22,(44) Mall Subang 398,19.32
(350) Mall Soreang 161,(159) Mall Lembang 87,47.57
(371) Alun-Alun Lembang 295,(374) Alun-Alun Soreang 252,132.05
(283) Mall Cimahi 300,(136) Universitas Soreang 333,119.56
(385) Wisata Lembang 114,(116) Hotel Subang 238,47.28
(351) Wisata Lembang 261,(457) Hotel Kuningan 183,143.97
(197) Wisata Purwakarta 443,(291) Alun-Alun Tasikmalaya 37,130.18
(282) Universitas Purwakarta 112,(344) Stasiun Kuningan 10,4.52
(362) Universitas Padjadjaran,(289) RS Al Islam,72.07
(138) Stasiun Soreang 253,(245) Wisata Tasikmalaya 282,70.03
(473) Stasiun Lembang 81,(343) Hotel Garut 335,40.86
(246) Mall Cimahi 17,(448) Universitas Cirebon 25,43.34
(186) Hotel Subang 54,(485) Alun-Alun Indramayu 365,110.88
(201) Universitas Purwakarta 406,(362) Universitas Padjadjaran,125.57
(309) Mall Kuningan 309,(376) Universitas Soreang 360,124.21
(138) Stasiun Soreang 253,(57) Terminal Lembang 292,143.77
(335) Hotel Tasikmalaya 263,(411) Hotel Purwakarta 451,22.62
(337) Hotel Cirebon 158,(416) Hotel Purwakarta 257,143.76
(314) Alun-Alun Cianjur 31,(111) Institut Teknologi Bandung,49.71
(351) Wisata Lembang 261,(54) RS Cirebon 46,55.47
(406) RS Purwakarta 21,(273) Hotel Cianjur 97,110.8
(166) Wisata Soreang 415,(472) Teras Cikapundung,136.98
(113) Universitas Bandung 372,(243) Terminal Cianjur 452,12.95
(90) Terminal Purwakarta 79,(38) RS Lembang 441,28.0
(265) RS Garut 436,(327) Stasiun Cianjur 382,3.69
(401) Terminal Purwakarta 346,(427) RS Purwakarta 342,18.64
(122) Curug Dago,(214) Universitas Kuningan 160,94.87
(32) RS Majalengka 269,(135) Mall Cianjur 318,100.31
(98) Terminal Sumedang 18,(206) Terminal Lembang 129,96.61
(33) Stasiun Kuningan 69,(356) RS Rancaekek 416,63.6
(184) Alun-Alun Bandung 113,(82) Terminal Lembang 278,125.04
(284) GBLA Stadium,(159) Mall Lembang 87,134.8
(318) RS Indramayu 4,(119) Hotel Bandung 45,53.05
(423) Terminal Cianjur 80,(349) Wisata Bandung 29,78.09
(354) Terminal Cicaheum,(303) RS Cirebon 231,102.48
(65) Terminal Rancaekek 287,(182) Universitas Cimahi 354,45.55
(370) Wisata Cirebon 48,(495) Alun-Alun Kuningan 314,30.88
(246) Mall Cimahi 17,(4) Stasiun Subang 125,112.44
(98) Terminal Sumedang 18,(56) Terminal Soreang 284,43.07
(241) RS Subang 165,(142) Universitas Rancaekek 56,143.89
(90) Terminal Purwakarta 79,(323) Mall Cianjur 270,70.53
(339) Universitas Majalengka 149,(473) Stasiun Lembang 81,68.7
(28) Summarecon Mall Bandung,(288) Stasiun Kuningan 100,80.87
(429) Terminal Cianjur 19,(288) Stasiun Kuningan 100,89.99
(234) Trans Studio Bandung,(401) Terminal Purwakarta 346,80.55
(349) Wisata Bandung 29,(484) Hotel Cianjur 321,134.64
(491) Mall Lembang 22,(386) Bandung Indah Plaza,134.1
(271) RS Lembang 235,(43) Mall Bandung 330,86.63
(483) Hotel Majalengka 388,(154) Terminal Garut 329,56.09
(472) Teras Cikapundung,(458) Stasiun Sumedang 188,108.5
(325) Wisata Cirebon 351,(478) RS Lembang 256,83.52
(459) RS Garut 226,(226) Alun-Alun Majalengka 61,145.51
(90) Terminal Purwakarta 79,(346) Wisata Lembang 74,78.05
(410) Hotel Kuningan 304,(399) RS Purwakarta 75,18.84
(54) RS Cirebon 46,(222) Stasiun Purwakarta 40,149.98
(492) Mall Lembang 290,(136) Universitas Soreang 333,25.17
(140) Universitas Soreang 450,(200) RS Majalengka 142,134.18
(140) Universitas Soreang 450,(334) Wisata Cianjur 274,126.95
(248) Universitas Subang 350,(388) Terminal Tasikmalaya 181,60.82
(110) RS Kuningan 14,(79) Stasiun Purwakarta 220,127.87
(179) RS Tasikmalaya 208,(191) Hotel Subang 305,131.78
(16) RS Tasikmalaya 217,(324) Universitas Kuningan 337,107.06
(238) Wisata Majalengka 138,(207) Terminal Rancaekek 352,17.17
(365) Wisata Majalengka 58,(227) Mall Purwakarta 204,102.48
(91) Mall Cianjur 289,(344) Stasiun Kuningan 10,98.75
(411) Hotel Purwakarta 451,(47) Stasiun Kuningan 128,53.47
(412) RS Majalengka 227,(19) RS Subang 28,53.87
(407) Terminal Majalengka 271,(431) RS Bandung 193,140.81
(172) Mall Majalengka 9,(397) Terminal Indramayu 249,111.25
(55) RS Soreang 111,(225) Hotel Kuningan 144,21.86
(496) Terminal Garut 334,(367) Alun-Alun Majalengka 458,91.32
(375) Mall Purwakarta 331,(336) Wisata Lembang 78,79.55
(148) Terminal Majalengka 272,(176) Festival Citylink,83.67
(139) Terminal Garut 283,(187) Terminal Garut 341,58.0
(186) Hotel Subang 54,(201) Universitas Purwakarta 406,133.46
(343) Hotel Garut 335,(128) Wisata Majalengka 162,8.55
(142) Universitas Rancaekek 56,(148) Terminal Majalengka 272,31.49
(430) RS Garut 363,(325) Wisata Cirebon 351,146.51
(284) GBLA Stadium,(267) Hotel Cirebon 3,33.5
(169) Terminal Cianjur 171,(26) Paskal Hyper Square,118.0
(494) RS Hermina,(395) Stasiun Indramayu 439,36.6
(333) Wisata Purwakarta 229,(345) Mall Rancaekek 104,36.71
(483) Hotel Majalengka 388,(397) Terminal Indramayu 249,37.24
(9) Terminal Subang 155,(115) RS Indramayu 191,26.84
(148) Terminal Majalengka 272,(121) Mall Subang 44,37.92
